time,open,high,low,close,volume,tick_volume,real_volume,spread
2009-07-16 00:00:00,1.41009,1.41064,1.4066100000000001,1.4084400000000001,7083,7083,0,20
2009-07-16 04:00:00,1.40842,1.4087399999999999,1.40608,1.40773,10546,10546,0,20
2009-07-16 08:00:00,1.4077600000000001,1.41038,1.40557,1.40839,18997,18997,0,20
2009-07-16 12:00:00,1.40841,1.41652,1.4071,1.4130099999999999,23119,23119,0,20
2009-07-16 16:00:00,1.41321,1.41321,1.40956,1.41229,16662,16662,0,20
2009-07-16 20:00:00,1.4123,1.4160599999999999,1.41205,1.41392,8137,8137,0,20
2009-07-17 00:00:00,1.41397,1.41448,1.40939,1.4102299999999999,6801,6801,0,20
2009-07-17 04:00:00,1.41028,1.41323,1.4098600000000001,1.41183,9805,9805,0,20
2009-07-17 08:00:00,1.4118,1.41286,1.40755,1.41039,18421,18421,0,20
2009-07-17 12:00:00,1.4104,1.41216,1.40629,1.41128,19859,19859,0,20
2009-07-17 16:00:00,1.41129,1.4137,1.41032,1.4135,16571,16571,0,20
2009-07-17 20:00:00,1.41348,1.41467,1.40955,1.41008,6218,6218,0,20
2009-07-20 00:00:00,1.41162,1.41801,1.4109,1.41659,7077,7077,0,20
2009-07-20 04:00:00,1.41659,1.41791,1.41499,1.41649,9091,9091,0,20
2009-07-20 08:00:00,1.41652,1.42474,1.4144999999999999,1.42255,21180,21180,0,20
2009-07-20 12:00:00,1.4225400000000001,1.42479,1.4212099999999999,1.42168,17771,17771,0,20
2009-07-20 16:00:00,1.42176,1.42422,1.41971,1.42183,16802,16802,0,20
2009-07-20 20:00:00,1.42183,1.4239600000000001,1.42124,1.4227,7322,7322,0,20
2009-07-21 00:00:00,1.42272,1.4232,1.4189,1.42047,7174,7174,0,20
2009-07-21 04:00:00,1.42044,1.42177,1.41949,1.42108,7717,7717,0,20
2009-07-21 08:00:00,1.42108,1.42309,1.4182299999999999,1.42237,17343,17343,0,20
2009-07-21 12:00:00,1.42239,1.42767,1.41986,1.42411,18399,18399,0,20
2009-07-21 16:00:00,1.42423,1.42506,1.41634,1.41821,20116,20116,0,20
2009-07-21 20:00:00,1.4182000000000001,1.42302,1.4178600000000001,1.42133,8963,8963,0,20
2009-07-22 00:00:00,1.42137,1.422,1.41734,1.4191500000000001,6475,6475,0,20
2009-07-22 04:00:00,1.41913,1.42107,1.41784,1.41996,8780,8780,0,20
2009-07-22 08:00:00,1.41998,1.4215200000000001,1.4169,1.41922,17203,17203,0,20
2009-07-22 12:00:00,1.4191799999999999,1.42171,1.41556,1.4181599999999999,18190,18190,0,20
2009-07-22 16:00:00,1.41826,1.42568,1.41805,1.4237,19417,19417,0,20
2009-07-22 20:00:00,1.4236900000000001,1.4243000000000001,1.42035,1.42055,7696,7696,0,20
2009-07-23 00:00:00,1.42059,1.42386,1.41987,1.42222,6084,6084,0,20
2009-07-23 04:00:00,1.42225,1.42486,1.42157,1.42375,10857,10857,0,20
2009-07-23 08:00:00,1.4237600000000001,1.42653,1.4218600000000001,1.42261,18440,18440,0,20
2009-07-23 12:00:00,1.4226,1.42388,1.41878,1.42221,18439,18439,0,20
2009-07-23 16:00:00,1.42229,1.42907,1.41998,1.41998,20906,20906,0,20
